rosbagTimestamp,milliseconds,rate,data_0,data_1
1534357956566872970,1000,1000,0,0
1534357957567882770,2000,1000,0,0
1534357958567387748,3000,1000,0,0
1534357959569716831,4000,1000,0,0
1534357960568337017,5000,1000,0,0
1534357961569055806,6000,1000,0,0
1534357962569039210,7000,1000,0,0
1534357963569843570,8000,1000,0,0
1534357964570498810,9000,1000,0,0
1534357965570741534,10000,1000,0,0
1534357966571688042,11000,1000,0,-3
1534357967571706262,12000,1000,0,-86
1534357968572700351,13000,1000,0,-86
1534357969572212675,14000,1000,0,-51
1534357970573108112,15000,1000,0,103
1534357971573021785,16000,1000,0,345
1534357972574131979,17000,1000,0,573
1534357973574579168,18000,1000,0,557
1534357974574497376,19000,1000,0,122
1534357975575390384,20000,1000,0,-12
1534357976575030689,21000,1000,0,-12
1534357977576128669,22000,1000,0,-12
1534357978575850075,23000,1000,0,-12
1534357979576581140,24000,1000,0,-12
1534357980577634418,25000,1000,0,-12
1534357981577389709,26000,1000,0,-12
1534357982578495276,27000,1000,0,-12
1534357983578321892,28000,1000,0,-12
1534357984578988910,29000,1000,0,-12
1534357985578981379,30000,1000,0,-12
1534357986579788406,31000,1000,0,-12
1534357987579463947,32000,1000,0,-12
1534357988581911242,33000,1000,0,-12
1534357989581354458,34000,1000,0,-12
1534357990581060491,35000,1000,0,-12
1534357991582038363,36000,1000,0,-12
1534357992581834547,37000,1000,0,-12
1534357993582651927,38000,1000,0,-12
1534357994582554455,39000,1000,0,-12
1534357995583419434,40000,1000,0,-12
1534357996584204883,41000,1000,0,-12
1534357997584257483,42000,1000,0,-12
1534357998584932159,43000,1000,0,-12
1534357999585377204,44000,1000,0,-12
1534358000585703886,45000,1000,0,-12
1534358001586808484,46000,1000,0,-12
1534358002586504720,47000,1000,0,-12
1534358003586319314,48000,1000,0,-12
1534358004586981717,49000,1000,0,-12
1534358005588153158,50000,1000,0,-12
1534358006588161977,51000,1000,0,-12
1534358007588534496,52000,1000,0,-12
1534358008588668989,53000,1000,0,-12
1534358009589399946,54000,1000,0,-12
1534358010589074209,55000,1000,0,-12
1534358011590545471,56000,1000,0,-12
1534358012592260874,57000,1000,0,-12
1534358013590851700,58000,1000,0,-12
1534358014591705992,59000,1000,0,-12
1534358015591620932,60000,1000,0,-12
1534358016592617329,61000,1000,0,-12
1534358017592165451,62000,1000,0,-12
1534358018593044606,63000,1000,0,-12
1534358019593081698,64000,1000,0,-12
1534358020594142188,65000,1000,0,-12
1534358021594883324,66000,1000,0,-12
1534358022596012585,67000,1000,0,-12
1534358023595318034,68000,1000,0,-12
1534358024595079043,69000,1000,0,-12
1534358025596109936,70000,1000,0,-12
1534358026595890647,71000,1000,0,-12
1534358027598330789,72000,1000,0,-12
1534358028597682380,73000,1000,0,-12
1534358029597145952,74000,1000,0,-12
1534358030598165125,75000,1000,0,-12
