rosbagTimestamp,milliseconds,rate,data_0,data_1
1534358747824223128,1000,1000,0,0
1534358748825305087,2000,1000,0,0
1534358749825002564,3000,1000,0,0
1534358750825823443,4000,1000,0,0
1534358751825746430,5000,1000,0,0
1534358752826441402,6000,1000,0,0
1534358753826221725,7000,1000,0,0
1534358754828803243,8000,1000,0,0
1534358755623890713,8795,795,0,0
1534358755671896944,8845,50,0,0
1534358755722512957,8895,50,0,0
1534358755772235254,8945,50,0,0
1534358755822905449,8995,50,0,0
1534358755873034092,9046,51,0,0
1534358755923033250,9096,50,0,0
1534358755973339551,9146,50,0,0
1534358756023377966,9196,50,0,0
1534358756073580018,9246,50,0,0
1534358756123862841,9296,50,0,0
1534358756172876969,9346,50,0,0
1534358756223177774,9396,50,0,0
1534358756273312991,9446,50,0,0
1534358756323406467,9496,50,0,0
1534358756373917292,9546,50,0,0
1534358756423867065,9596,50,0,0
1534358756473281104,9646,50,0,0
1534358756523386436,9696,50,0,0
1534358756573496514,9746,50,0,0
1534358756623820533,9796,50,0,0
1534358756673970756,9846,50,0,0
1534358756724113151,9896,50,0,0
1534358756773159568,9946,50,0,0
1534358756823554958,9996,50,0,0
1534358756873774792,10046,50,0,0
1534358756924489423,10096,50,0,0
1534358756974458671,10146,50,0,0
1534358757024520017,10196,50,0,0
1534358757073680366,10246,50,0,0
1534358757123896780,10296,50,0,0
1534358757174070816,10346,50,0,0
1534358757224363646,10396,50,0,0
1534358757274436906,10446,50,0,0
1534358757323610624,10496,50,0,0
1534358757373673359,10546,50,0,0
1534358757424075894,10596,50,0,0
1534358757474023567,10646,50,0,0
1534358757524220495,10696,50,0,0
1534358757574563698,10746,50,0,0
1534358757623484847,10796,50,0,0
1534358757674027429,10846,50,0,0
1534358757724408169,10896,50,0,0
1534358757774594672,10946,50,0,0
1534358757824511906,10996,50,0,0
1534358757874794668,11046,50,0,0
1534358757923824360,11096,50,0,0
1534358757974083266,11146,50,0,0
1534358758024236669,11196,50,0,0
1534358758074531069,11246,50,0,0
1534358758124614402,11296,50,0,0
1534358758174595604,11346,50,0,0
1534358758223842179,11396,50,0,0
1534358758274515304,11446,50,0,0
1534358758324322513,11496,50,0,0
1534358758374535350,11546,50,0,0
1534358758425111373,11596,50,0,0
1534358758475053280,11646,50,0,0
1534358758524305860,11696,50,0,0
1534358758574469666,11746,50,0,0
1534358758624645497,11796,50,0,0
1534358758674813059,11846,50,0,0
1534358758725081572,11896,50,0,0
1534358758775190807,11947,51,0,0
1534358758825398994,11997,50,0,0
1534358758875543276,12047,50,0,0
1534358758925733875,12097,50,0,0
1534358758975905135,12147,50,0,0
1534358759026070596,12197,50,0,0
1534358759075116801,12247,50,0,0
1534358759125308028,12297,50,0,0
1534358759175907019,12347,50,0,0
1534358759225963586,12397,50,0,0
1534358759276247979,12447,50,0,0
1534358759326660720,12497,50,0,0
1534358759375771509,12547,50,0,0
1534358759425632594,12597,50,0,0
1534358759475887471,12647,50,0,0
1534358759526334417,12697,50,0,0
1534358759576252788,12747,50,0,0
1534358759626408510,12797,50,0,0
1534358759675327897,12847,50,0,0
1534358759725666309,12897,50,0,0
1534358759775612027,12947,50,0,0
1534358759826122423,12997,50,0,0
1534358759878157791,13047,50,0,0
1534358759926880103,13097,50,0,0
1534358759976042635,13147,50,0,0
1534358760026140214,13197,50,0,0
1534358760076328026,13247,50,0,0
1534358760126425068,13297,50,0,0
1534358760176959013,13347,50,0,0
1534358760226803292,13398,51,0,0
1534358760277071100,13448,50,0,0
1534358760327049375,13498,50,0,0
1534358760377305166,13548,50,0,0
1534358760427621623,13598,50,0,0
1534358760477635632,13648,50,0,0
1534358760526835895,13698,50,0,0
1534358760577012304,13748,50,0,0
1534358760627585618,13798,50,0,0
1534358760677633202,13848,50,0,0
1534358760727806059,13898,50,0,0
1534358760778074630,13948,50,0,0
1534358760827303645,13998,50,0,0
1534358760877400584,14048,50,0,0
1534358760927320314,14098,50,0,0
1534358760977647718,14148,50,0,0
1534358761028010929,14198,50,0,0
1534358761078248026,14248,50,0,0
1534358761127594088,14298,50,0,0
1534358761177210033,14348,50,0,0
1534358761227630515,14398,50,0,0
1534358761277853599,14448,50,0,0
1534358761328188152,14498,50,0,0
1534358761378785595,14548,50,0,0
1534358761427826352,14598,50,0,0
1534358761477677382,14648,50,0,0
1534358761527927276,14698,50,0,0
1534358761578336074,14748,50,0,0
1534358761628550641,14798,50,0,0
1534358761677585286,14848,50,0,0
1534358761727628367,14898,50,0,0
1534358761777631384,14948,50,0,0
