rosbagTimestamp,milliseconds,rate,data_0,data_1
1534357608159596591,1000,1000,0,0
1534357609160137429,2000,1000,0,0
1534357610160294860,3000,1000,0,0
1534357611160946699,4000,1000,0,0
1534357612161077555,5000,1000,0,0
1534357613161836015,6000,1000,0,0
1534357614161420567,7000,1000,0,0
1534357615162515953,8000,1000,0,0
1534357616164811934,9000,1000,0,0
1534357617163477219,10000,1000,0,0
1534357618164186575,11000,1000,0,0
1534357619163848650,12000,1000,0,0
1534357620164921383,13000,1000,0,0
1534357621165918555,14000,1000,0,0
1534357622165463010,15000,1000,0,0
1534357623165412313,16000,1000,0,0
1534357624166197495,17000,1000,0,0
1534357625167015163,18000,1000,0,0
1534357626166871052,19000,1000,0,0
1534357627167859501,20000,1000,0,0
1534357628167863263,21000,1000,0,0
1534357629168600954,22000,1000,0,0
1534357630168312612,23000,1000,0,0
1534357631169495100,24000,1000,0,0
1534357632169801856,25000,1000,0,0
1534357633169197253,26000,1000,0,0
1534357634170902826,27000,1000,0,0
1534357635170713113,28000,1000,0,0
1534357636171468434,29000,1000,0,0
1534357637171553786,30000,1000,0,0
1534357638172253414,31000,1000,0,0
1534357639171837964,32000,1000,0,0
1534357640172901009,33000,1000,0,0
1534357641173756853,34000,1000,0,0
1534357642173930939,35000,1000,0,0
1534357643174564683,36000,1000,0,0
1534357644174431336,37000,1000,0,0
1534357645175443168,38000,1000,0,0
1534357646175172752,39000,1000,0,0
1534357647175839291,40000,1000,0,0
1534357648176896261,41000,1000,0,0
1534357649176727445,42000,1000,0,0
1534357650177359210,43000,1000,0,0
1534357651177187927,44000,1000,0,0
1534357652178422811,45000,1000,0,0
1534357653177867738,46000,1000,0,0
1534357654179208602,47000,1000,0,0
1534357655179035272,48000,1000,0,0
1534357656179857108,49000,1000,0,0
1534357657180145680,50000,1000,0,0
1534357658180059356,51000,1000,0,0
1534357659182695474,52000,1000,0,0
1534357660181125234,53000,1000,0,0
1534357661182180811,54000,1000,0,0
1534357662181749686,55000,1000,0,0
1534357663182747338,56000,1000,0,0
1534357664184904046,57000,1000,0,0
1534357665183506274,58000,1000,0,0
1534357666184150314,59000,1000,0,0
1534357667184072730,60000,1000,0,0
1534357668185008559,61000,1000,0,0
1534357669186162346,62000,1000,0,0
1534357670185798614,63000,1000,0,0
1534357671185343450,64000,1000,0,0
1534357672186340394,65000,1000,0,0
